,tweet_id,p1,p1_conf,p1_dog,retweet_count,fav_count,text,rating_numerator,rating_denominator,name,dog_stage
14,6.66102E+17,English_setter,0.298617,TRUE,13,80,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11,10,NA,NA
15,6.66273E+17,Italian_greyhound,0.176053,TRUE,76,175,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11,10,NA,NA
16,6.66287E+17,Maltese_dog,0.857531,TRUE,67,148,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,9,10,NA,NA
17,6.66345E+17,golden_retriever,0.858744,TRUE,139,299,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10,10,NA,NA
18,6.66353E+17,malamute,0.336874,TRUE,73,220,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,8,10,NA,NA
19,6.66374E+17,soft-coated_wheaten_terrier,0.326467,TRUE,93,189,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,11,10,NA,NA
20,6.66396E+17,Chihuahua,0.978108,TRUE,86,167,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,9,10,NA,NA
21,6.66407E+17,black-and-tan_coonhound,0.529139,TRUE,41,110,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,7,10,NA,NA
22,6.66419E+17,toy_terrier,0.14968,TRUE,47,127,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10,10,Walter,NA
23,6.66421E+17,Blenheim_spaniel,0.906777,TRUE,112,319,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,12,10,NA,NA
24,6.66428E+17,Pembroke,0.371361,TRUE,84,166,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,7,10,NA,NA
25,6.66436E+17,Chesapeake_Bay_retriever,0.18413,TRUE,54,168,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10,10,NA,NA
26,6.66437E+17,Chihuahua,0.671853,TRUE,49,128,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,7,10,NA,NA
27,6.66447E+17,curly-coated_retriever,0.322084,TRUE,21,105,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,9,10,Scout,NA
28,6.66455E+17,dalmatian,0.278954,TRUE,212,527,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10,10,Kreggory,NA
29,6.66645E+17,Ibizan_hound,0.0443334,TRUE,85,232,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9,10,Jimothy,NA
30,6.66649E+17,Border_collie,0.447803,TRUE,590,894,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,4,10,NA,NA
31,6.66691E+17,German_shepherd,0.975401,TRUE,48,189,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8,10,Christoper,NA
32,6.66701E+17,Labrador_retriever,0.887707,TRUE,223,436,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8,10,NA,NA
33,6.66739E+17,miniature_poodle,0.546933,TRUE,66,239,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10,10,Lugan,NA
34,6.66782E+17,Italian_greyhound,0.618316,TRUE,203,394,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,10,NA,NA
35,6.66804E+17,English_setter,0.328792,TRUE,94,244,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,10,Jockson,NA
36,6.66818E+17,miniature_schnauzer,0.496953,TRUE,258,528,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,10,Jeph,NA
37,6.66827E+17,Maltese_dog,0.359383,TRUE,98,257,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,10,NA,NA
38,6.66835E+17,Airedale,0.448459,TRUE,80,219,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,10,NA,NA
39,6.67044E+17,golden_retriever,0.765266,TRUE,51,188,12/10 gimme now https://t.co/QZAnwgnOMB,12,10,NA,NA
40,6.67062E+17,Chesapeake_Bay_retriever,0.825678,TRUE,56,220,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,10,Keet,NA
41,6.67074E+17,Chihuahua,0.483682,TRUE,126,411,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,10,Dave,NA
42,6.67091E+17,Chihuahua,0.959514,TRUE,130,338,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,10,Clybe,NA
43,6.6712E+17,Pembroke,0.741563,TRUE,131,333,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,10,Gabe,NA
44,6.67138E+17,West_Highland_white_terrier,0.747713,TRUE,2300,4724,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,10,NA,NA
45,6.67152E+17,toy_poodle,0.535411,TRUE,17740,48930,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,10,Pipsy,NA
46,6.6716E+17,golden_retriever,0.471351,TRUE,65,262,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,10,Bradlay,NA
47,6.67166E+17,miniature_pinscher,0.140173,TRUE,1186,2746,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,10,Churlie,NA
48,6.67171E+17,giant_schnauzer,0.841265,TRUE,94,226,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,10,Kenneth,NA
49,6.67175E+17,toy_poodle,0.266437,TRUE,86,254,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,10,Clarence,NA
50,6.67176E+17,soft-coated_wheaten_terrier,0.318981,TRUE,473,624,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,10,NA,NA
51,6.67178E+17,vizsla,0.259249,TRUE,57,192,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,10,NA,NA
52,6.67183E+17,golden_retriever,0.949892,TRUE,6437,14704,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,10,Timison,NA
53,6.67192E+17,Rottweiler,0.28364,TRUE,109,397,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,10,NA,NA
54,6.67201E+17,Siberian_husky,0.694904,TRUE,271,627,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,10,Joshwa,NA
55,6.67212E+17,golden_retriever,0.462556,TRUE,250,501,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,10,Genevieve,NA
56,6.67393E+17,papillon,0.557009,TRUE,58,198,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,10,Fwed,NA
57,6.67405E+17,Saint_Bernard,0.381377,TRUE,225,475,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,10,Biden,NA
58,6.67436E+17,Rottweiler,0.999091,TRUE,85,310,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,10,NA,NA
59,6.67453E+17,Labrador_retriever,0.82567,TRUE,93,319,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11,10,Cupcake,NA
60,6.67455E+17,Tibetan_terrier,0.676376,TRUE,65,195,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7,10,Reese,NA
61,6.67471E+17,toy_poodle,0.304175,TRUE,101,264,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11,10,NA,NA
62,6.67491E+17,borzoi,0.852088,TRUE,236,547,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7,10,NA,NA
63,6.67496E+17,Chihuahua,0.143957,TRUE,286,540,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9,10,Philippe,NA
64,6.67503E+17,Labrador_retriever,0.996709,TRUE,227,544,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11,10,Hall,NA
65,6.67509E+17,beagle,0.636169,TRUE,2211,6965,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,12,10,NA,NA
66,6.67518E+17,Italian_greyhound,0.125176,TRUE,198,377,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8,10,Dook,NA
67,6.67531E+17,golden_retriever,0.633037,TRUE,253,488,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10,10,Naphaniel,NA
68,6.67535E+17,Pembroke,0.435254,TRUE,559,843,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8,10,Frank,NA
69,6.67539E+17,Yorkshire_terrier,0.618957,TRUE,69,209,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9,10,NA,NA
70,6.67544E+17,Pomeranian,0.412893,TRUE,547,890,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10,10,Kial,NA
71,6.67547E+17,toy_poodle,0.787424,TRUE,130,340,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,10,George,NA
72,6.67728E+17,kuvasz,0.360159,TRUE,157,384,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,10,Olive,NA
73,6.67773E+17,West_Highland_white_terrier,0.360465,TRUE,59,240,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,10,NA,NA
74,6.67793E+17,dalmatian,0.535073,TRUE,343,718,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,10,NA,NA
75,6.67801E+17,flat-coated_retriever,0.508392,TRUE,98,338,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12,10,NA,NA
76,6.67832E+17,miniature_pinscher,0.2142,TRUE,65,293,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,10,NA,NA
77,6.67861E+17,malamute,0.967275,TRUE,81,250,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,NA,NA
78,6.67885E+17,malamute,0.0885297,TRUE,508,844,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,10,Stu,NA
79,6.67887E+17,Pomeranian,0.800432,TRUE,1147,1954,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,10,Erik,NA
80,6.67902E+17,Norwegian_elkhound,0.298881,TRUE,390,872,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,10,Cleopatricia,NA
81,6.67925E+17,Labrador_retriever,0.209051,TRUE,116,309,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,10,Jiminy,NA
82,6.68113E+17,Pembroke,0.548896,TRUE,256,686,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6,10,Alfie,NA
83,6.68172E+17,Chihuahua,0.664834,TRUE,202,506,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7,10,NA,NA
84,6.68191E+17,Blenheim_spaniel,0.958402,TRUE,204,671,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12,10,Skittles,NA
85,6.68205E+17,Labrador_retriever,0.65518,TRUE,203,568,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8,10,Ron,NA
86,6.68221E+17,chow,0.395101,TRUE,209,524,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10,10,NA,NA
87,6.68238E+17,chow,0.80932,TRUE,2986,6425,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10,10,Torque,NA
88,6.68248E+17,Chihuahua,0.734547,TRUE,511,1025,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8,10,Bisquick,NA
89,6.68269E+17,Pembroke,0.48483,TRUE,251,573,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10,10,NA,NA
90,6.68274E+17,soft-coated_wheaten_terrier,0.406374,TRUE,241,852,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10,10,Sophie,NA
91,6.68286E+17,golden_retriever,0.215944,TRUE,143,521,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11,10,Rusty,NA
92,6.68484E+17,standard_poodle,0.587372,TRUE,248,440,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,9,10,NA,NA
93,6.68497E+17,Staffordshire_bullterrier,0.412879,TRUE,139,425,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,8,10,Jo,NA
94,6.68508E+17,basenji,0.0553794,TRUE,113,336,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,10,10,NA,NA
95,6.68529E+17,Labrador_retriever,0.195835,TRUE,236,481,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,12,10,Gòrdón,NA
96,6.68538E+17,Lakeland_terrier,0.372988,TRUE,78,257,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,8,10,Spark,NA
97,6.68542E+17,American_Staffordshire_terrier,0.267695,TRUE,225,480,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,10,10,NA,NA
98,6.68568E+17,Shih-Tzu,0.985649,TRUE,61,253,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,11,10,Marvin,NA
99,6.68623E+17,Chihuahua,0.708163,TRUE,824,1503,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj,10,10,Jomathan,NA
100,6.68627E+17,French_bulldog,0.965403,TRUE,121,330,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,9,10,Timofy,NA
101,6.68631E+17,miniature_schnauzer,0.904549,TRUE,338,744,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,5,10,Zeek,NA
102,6.68633E+17,Pekinese,0.589011,TRUE,1740,2924,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG,10,10,Churlie,NA
103,6.68637E+17,komondor,0.999956,TRUE,510,1083,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg,10,10,NA,NA
104,6.68655E+17,beagle,0.31911,TRUE,229,550,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt,11,10,Winifred,NA
105,6.68779E+17,Chesapeake_Bay_retriever,0.285508,TRUE,395,728,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW,10,10,Kevon,NA
106,6.68815E+17,redbone,0.461172,TRUE,285,591,This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog https://t.co/IGmVbz07tZ,7,10,NA,NA
107,6.68826E+17,malinois,0.640185,TRUE,147,453,This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10 https://t.co/Ko7eCsFpnI,10,10,Banditt,NA
108,6.68852E+17,golden_retriever,0.903529,TRUE,174,469,Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10 https://t.co/OmxouCZ8IY,11,10,Bobb,NA
109,6.68892E+17,kelpie,0.421979,TRUE,160,411,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10 https://t.co/HyDpTU5Jhj,11,10,Ruffles,NA
110,6.68903E+17,Brittany_spaniel,0.828425,TRUE,106,329,Meet Lambeau. He's a Whistling Haiku from the plains of southern Guatemala. 11/10 so. damn. majestic. https://t.co/UqCvpSgMJe,11,10,Lambeau,NA
111,6.68933E+17,standard_poodle,0.237638,TRUE,60,278,This is Herald. He likes to swing. Subtle tongue slip. Owner good at b-ball. Creepy person on bench back there. 9/10 https://t.co/rcrKkL7eB6,9,10,Herald,NA
112,6.68956E+17,cocker_spaniel,0.367492,TRUE,74,290,This is a Slovakian Helter Skelter Feta named Leroi. Likes to skip on roofs. Good traction. Much balance. 10/10 wow! https://t.co/Dmy2mY2Qj5,10,10,NA,NA
113,6.68976E+17,basset,0.605437,TRUE,615,1356,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10 https://t.co/LqAMlFVBoY,11,10,Jeremy,NA
114,6.6898E+17,golden_retriever,0.608537,TRUE,372,820,This is Chaz. He's an X Games half pipe superstar. 6 gold medals. Lost back legs saving a baby from a tornado 12/10 https://t.co/uxdOfblUB0,12,10,Chaz,NA
115,6.6899E+17,pug,0.917326,TRUE,344,705,This is Bernie. He's taking his Halloween costume very seriously. Wants to be baked. 3/10 not a good idea Bernie smh https://t.co/1zBp1moFlX,3,10,Bernie,NA
116,6.69E+17,Pembroke,0.82294,TRUE,6707,21601,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,11,10,Terrance,NA
117,6.69007E+17,Chihuahua,0.127178,TRUE,263,594,This is Tucker. He is 100% ready for the sports. 12/10 I would watch anything with him https://t.co/k0ddVUWTcu,12,10,Tucker,NA
118,6.69037E+17,Chihuahua,0.803528,TRUE,327,678,"Here we have Pancho and Peaches. Pancho is a Condoleezza Gryffindor, and Peaches is just an asshole. 10/10 &amp; 7/10 https://t.co/Lh1BsJrWPp",10,10,NA,NA
119,6.69204E+17,pug,0.910452,TRUE,501,1045,This is Samsom. He is sexually confused. Really wants to be a triceratops. 9/10 just a great guy https://t.co/HPoce45SI3,9,10,Samsom,NA
120,6.69217E+17,golden_retriever,0.992758,TRUE,405,934,This is Clarq. He's a golden Quetzalcoatl. Clarq enjoys eating his own foot. Damn it Clarq. 8/10 would pet firmly https://t.co/d8ybynaRwZ,8,10,Clarq,NA
121,6.69327E+17,golden_retriever,0.919584,TRUE,121,596,Just got home from college. Dis my dog. She does all my homework. Big red turd in background. 13/10 no bias at all https://t.co/6WGFp9cuj6,13,10,NA,NA
122,6.69329E+17,Siberian_husky,0.424202,TRUE,439,1043,This is Kirk. He just saw a bacon wrapped tennis ball and literally died. So sad. 12/10 RIP Kirk https://t.co/0twoigv5jP,12,10,Kirk,NA
123,6.69354E+17,Chihuahua,0.97399,TRUE,1337,2801,Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx,8,10,Dug,NA
124,6.6936E+17,Labrador_retriever,0.367818,TRUE,131,381,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi,11,10,Saydee,NA
125,6.69364E+17,golden_retriever,0.539004,TRUE,242,646,Here we have a Gingivitis Pumpernickel named Zeus. Unmatched tennis ball capacity. 10/10 would highly recommend https://t.co/jPkd7hhX7m,10,10,NA,NA
126,6.69368E+17,basset,0.749394,TRUE,166,474,This is Chip. Chip's pretending to be choked. 10/10 lol classic Chip https://t.co/yoB0SM1AAP,10,10,Chip,NA
127,6.69371E+17,Brabancon_griffon,0.483268,TRUE,188,514,This is Oliviér. He's a Baptist Hindquarter. Also smooth af with the babes. 10/10 I'd totally get in a car with him https://t.co/fj4c170cxk,10,10,Oliviér,NA
128,6.69376E+17,Airedale,0.168762,TRUE,763,1385,This is Billl. He's trying to be a ghost but he's not very good at it. 6/10 c'mon Billl https://t.co/ero0XfdGtY,6,10,Billl,NA
129,6.69393E+17,cocker_spaniel,0.359843,TRUE,81,377,Meet Ronduh. She's a Finnish Checkered Blitzkrieg. Ears look fake. Shoes on point. 10/10 would pet extra well https://t.co/juktj5qiaD,10,10,Ronduh,NA
130,6.69564E+17,toy_poodle,0.623685,TRUE,130,399,This is a Coriander Baton Rouge named Alfredo. Loves to cuddle with smaller well-dressed dog. 10/10 would hug lots https://t.co/eCRdwouKCl,10,10,NA,NA
131,6.69568E+17,Chihuahua,0.980511,TRUE,60,242,Meet Kollin. He's a Parakeetian Badminton from Denmark. Great artist. Taking break from research. Loves wicker 9/10 https://t.co/XPLB3eoXiX,9,10,Kollin,NA
132,6.69574E+17,West_Highland_white_terrier,0.946828,TRUE,152,450,This is Linda. She just looked up and saw you glancing at your neighboring classmate's test. 10/10 https://t.co/UpFFYhA1Id,10,10,Linda,NA
133,6.69598E+17,Eskimo_dog,0.595665,TRUE,160,530,This is Skye. He is a Bretwaldian Altostratus. Not amused at all. Just saved small dog from avalanche. 10/10 hero af https://t.co/XmCvma01fF,10,10,Skye,NA
